image_index,beautiful_cat_score,cute_cat_score,lovely_cat_score,charming_cat_score,adorable_cat_score,elegant_cat_score,graceful_cat_score,pretty_cat_score,handsome_cat_score,gorgeous_cat_score,photogenic_cat_score,delightful_cat_score,attractive_cat_score,sweet_cat_score,stunning_cat_score,majestic_cat_score,fluffy_cat_score,playful_cat_score,happy_cat_score,appealing_cat_score,total_score,image_url
213,0.60853046,0.43207556,0.4990592,0.4541601,0.52558523,0.3718826,0.52502066,0.36823618,0.85936683,0.40376705,0.28185517,0.32873774,0.1543633,0.5797582,0.6316702,0.124886826,0.6020511,0.067535274,0.49584493,0.37616557,8.690553,https://storage.googleapis.com/pretty_cats/image_213.jpg
214,0.9197523,0.74536437,0.574523,0.8662455,0.64830023,0.9445989,0.8956807,0.42026636,0.5219985,0.81888306,0.5439603,0.9110293,0.49961329,0.79114807,0.7810378,0.46488068,0.53936,0.82694143,0.8482675,0.56607336,14.127924,https://storage.googleapis.com/pretty_cats/image_214.jpg
215,0.92866844,0.7540069,0.7340123,0.43360433,0.3666597,0.7960383,0.6992171,0.5744325,0.13730909,0.45348543,0.512978,0.77035546,0.47697553,0.8674151,0.8184867,0.1636889,0.38509414,0.9133186,0.6549939,0.59436506,12.035105,https://storage.googleapis.com/pretty_cats/image_215.jpg
216,0.9512115,0.705621,0.6894428,0.7327805,0.52825296,0.91925406,0.91445786,0.33786076,0.7260885,0.7853211,0.49451324,0.7529497,0.25143296,0.39218953,0.7861573,0.7962176,0.8325703,0.7632437,0.3633821,0.71487886,13.437828,https://storage.googleapis.com/pretty_cats/image_216.jpg
217,0.5391543,0.30087757,0.17430924,0.25545138,0.23623392,0.55190253,0.88836354,0.23581022,0.3229158,0.40116715,0.1320373,0.9210514,0.22932413,0.7268552,0.09361341,0.11616168,0.50177383,0.7485225,0.97334516,0.76727116,9.116142,https://storage.googleapis.com/pretty_cats/image_217.jpg
218,0.49700835,0.16450414,0.47535843,0.08610605,0.15064766,0.3594581,0.46395415,0.375206,0.13842879,0.20361255,0.06518645,0.2893356,0.20858859,0.2389693,0.4030445,0.09845606,0.47552302,0.08639948,0.6657604,0.6052163,6.050764,https://storage.googleapis.com/pretty_cats/image_218.jpg
219,0.7163213,0.2597299,0.41507483,0.52249056,0.53823334,0.64561886,0.80644,0.3211622,0.47198611,0.2963901,0.527829,0.3636226,0.15665144,0.115982816,0.6364357,0.39515516,0.67151135,0.009581313,0.0073117474,0.32270646,8.200234,https://storage.googleapis.com/pretty_cats/image_219.jpg
220,0.77604735,0.4720441,0.11285307,0.14360498,0.2430398,0.8605393,0.85132885,0.29457912,0.098495334,0.60469484,0.07174678,0.69900244,0.17411248,0.53273326,0.19333532,0.12961152,0.5347914,0.20177634,0.7302617,0.6981888,8.422787,https://storage.googleapis.com/pretty_cats/image_220.jpg
221,0.5887081,0.71080714,0.81720495,0.5690858,0.63782036,0.055636454,0.28511998,0.694588,0.74096483,0.5117161,0.6370652,0.69505715,0.23527993,0.84998626,0.7376859,0.094591744,0.31970686,0.44708827,0.5770839,0.3447579,10.549955,https://storage.googleapis.com/pretty_cats/image_221.jpg
222,0.92749995,0.670167,0.7295487,0.90166193,0.8609818,0.83079666,0.79063416,0.65365267,0.85008913,0.8426453,0.94739056,0.89148235,0.9599486,0.89822525,0.95831287,0.7422944,0.908673,0.7933133,0.7026911,0.6929119,16.55292,https://storage.googleapis.com/pretty_cats/image_222.jpg
223,0.96318394,0.737776,0.3530025,0.561111,0.8484459,0.79059064,0.75727695,0.7983609,0.24538931,0.8725978,0.3509973,0.5275437,0.39698467,0.8692711,0.8624702,0.15231745,0.89307636,0.6956135,0.4254621,0.6172581,12.718729,https://storage.googleapis.com/pretty_cats/image_223.jpg
224,0.8943732,0.4043223,0.4731675,0.6819986,0.56700873,0.64610666,0.82638806,0.3127024,0.84064955,0.76253635,0.66052574,0.71809465,0.30513975,0.6904429,0.92619514,0.50172186,0.56128293,0.33346084,0.8060527,0.6806029,12.592773,https://storage.googleapis.com/pretty_cats/image_224.jpg
225,0.3622498,0.35807636,0.6427111,0.47263166,0.64650685,0.1717544,0.54481983,0.74171275,0.1128397,0.3367812,0.3505907,0.2526789,0.4935211,0.56201214,0.8312204,0.038982715,0.07955406,0.8448388,0.29299065,0.6008061,8.737279,https://storage.googleapis.com/pretty_cats/image_225.jpg
226,0.54829323,0.1445444,0.4345841,0.31364432,0.31859446,0.463763,0.6774219,0.42925975,0.7929046,0.19649896,0.6843411,0.6047929,0.5582122,0.39718512,0.57476866,0.4801778,0.28420493,0.08799254,0.44943604,0.40532824,8.845948,https://storage.googleapis.com/pretty_cats/image_226.jpg
227,0.55559725,0.4831683,0.6432151,0.34767854,0.6803541,0.43824884,0.10551295,0.7994719,0.12807696,0.30648527,0.68316233,0.27897635,0.63540053,0.7485434,0.896703,0.1184072,0.6394991,0.76955,0.094618864,0.73320043,10.08587,https://storage.googleapis.com/pretty_cats/image_227.jpg
228,0.60938567,0.53009063,0.5756267,0.40848,0.70068365,0.27858943,0.33971936,0.540742,0.33059233,0.2284512,0.28602356,0.48818335,0.1824352,0.4178212,0.7840944,0.23549311,0.090209715,0.24514218,0.3180734,0.51568514,8.105522,https://storage.googleapis.com/pretty_cats/image_228.jpg
229,0.8394501,0.47745374,0.68854856,0.3945326,0.4542083,0.92335093,0.06511234,0.58497244,0.06867583,0.36046925,0.48613665,0.5149249,0.32486594,0.17628185,0.5262619,0.10567146,0.18872373,0.7731438,0.18506563,0.795227,8.933077,https://storage.googleapis.com/pretty_cats/image_229.jpg
230,0.7437824,0.51128715,0.44006833,0.680228,0.29008844,0.8620487,0.7855185,0.49377522,0.8171662,0.4600117,0.63235426,0.45270085,0.36992925,0.82740015,0.8223659,0.58959454,0.70362145,0.33971724,0.51467854,0.30504313,11.64138,https://storage.googleapis.com/pretty_cats/image_230.jpg
231,0.29688114,0.25053763,0.44121072,0.19415107,0.28780103,0.21932967,0.31658795,0.26352093,0.5343211,0.24171552,0.10821509,0.41344523,0.047970388,0.5145089,0.30713838,0.04008266,0.3120612,0.024983894,0.27982005,0.1899463,5.2842283,https://storage.googleapis.com/pretty_cats/image_231.jpg
232,0.73718697,0.5328135,0.6595949,0.47925422,0.77881825,0.44438395,0.5739578,0.3428216,0.6740157,0.75706303,0.07493951,0.7277635,0.040489506,0.78235996,0.57001674,0.018480022,0.09173032,0.15085523,0.59638083,0.41395923,9.446885,https://storage.googleapis.com/pretty_cats/image_232.jpg
233,0.8654059,0.52035636,0.6611114,0.58081746,0.7319247,0.29691777,0.3830628,0.7044429,0.81320214,0.44371295,0.8102087,0.46239957,0.6413864,0.70596355,0.89370507,0.4638683,0.6950046,0.6997608,0.57507634,0.6477774,12.596105,https://storage.googleapis.com/pretty_cats/image_233.jpg
234,0.71310395,0.24954975,0.6727123,0.7116454,0.62511367,0.5406373,0.66360426,0.69388354,0.6807609,0.31949034,0.87296486,0.60365164,0.88387,0.60362333,0.9309277,0.49493426,0.08650221,0.73829335,0.88358235,0.70100915,12.669859,https://storage.googleapis.com/pretty_cats/image_234.jpg
235,0.8658629,0.516112,0.8049587,0.7546845,0.8639939,0.7927806,0.8738461,0.6801674,0.90904963,0.75209224,0.60874355,0.6104099,0.35575828,0.8066153,0.96433794,0.5419998,0.45676374,0.19671015,0.6746616,0.44811633,13.477665,https://storage.googleapis.com/pretty_cats/image_235.jpg
236,0.9276366,0.7102673,0.4574302,0.5499593,0.8997063,0.6508254,0.74626106,0.7002947,0.19847775,0.82280815,0.55931026,0.51749283,0.29651618,0.75272894,0.7738438,0.19208163,0.9245175,0.29523626,0.051826905,0.4678474,11.495069,https://storage.googleapis.com/pretty_cats/image_236.jpg
237,0.7916097,0.33380216,0.5065099,0.50274223,0.7602403,0.86203057,0.885293,0.6962016,0.7850396,0.7705387,0.5775652,0.56762767,0.7391191,0.33095965,0.6828733,0.79160655,0.78019804,0.754427,0.5802103,0.8794245,13.57802,https://storage.googleapis.com/pretty_cats/image_237.jpg
238,0.80396867,0.7720587,0.4721444,0.84883493,0.7160651,0.7348753,0.7228821,0.71705985,0.2955884,0.6792194,0.34739617,0.4489396,0.17415638,0.6330125,0.6790365,0.22817363,0.37269783,0.9097789,0.6383929,0.33272147,11.527002,https://storage.googleapis.com/pretty_cats/image_238.jpg
239,0.63414025,0.16320121,0.24533777,0.3346816,0.3700084,0.7090396,0.88373387,0.37083173,0.8419749,0.6338092,0.28529766,0.5979009,0.2472838,0.29966608,0.7993885,0.33385986,0.4324561,0.12357411,0.2759788,0.2891376,8.871303,https://storage.googleapis.com/pretty_cats/image_239.jpg
240,0.802667,0.3429041,0.4827544,0.5016427,0.3915795,0.3380844,0.78848237,0.34989578,0.8407494,0.6918431,0.21703075,0.820047,0.3098405,0.48138812,0.54710585,0.17537361,0.90473735,0.23556626,0.8685805,0.3874712,10.477744,https://storage.googleapis.com/pretty_cats/image_240.jpg
241,0.8720457,0.84516,0.52850014,0.5017395,0.79231274,0.77765787,0.81270427,0.31588683,0.052141607,0.86662316,0.054340772,0.8784457,0.09527413,0.90074176,0.4542348,0.014809627,0.8009086,0.79025096,0.81058,0.7514889,11.915848,https://storage.googleapis.com/pretty_cats/image_241.jpg
242,0.47115147,0.2097348,0.23791814,0.08936734,0.2856412,0.33232775,0.6892337,0.097380504,0.43784696,0.28438693,0.031620752,0.78848267,0.100910805,0.38356057,0.07237683,0.07083767,0.7166158,0.016775325,0.75094646,0.4009816,6.4680963,https://storage.googleapis.com/pretty_cats/image_242.jpg
243,0.3276906,0.14473718,0.61815846,0.29415718,0.5415656,0.63874066,0.7435614,0.4793723,0.91662157,0.43224546,0.26114798,0.5309011,0.2403972,0.2393379,0.76178396,0.23852837,0.2304398,0.05840057,0.4487174,0.35435578,8.500859,https://storage.googleapis.com/pretty_cats/image_243.jpg
244,0.82688415,0.5713939,0.55428386,0.7191429,0.6419854,0.5374909,0.8792187,0.38851336,0.5420495,0.72625047,0.28199995,0.67289704,0.15562533,0.73605984,0.89623845,0.30500954,0.75936943,0.083083905,0.3810792,0.30963987,10.968217,https://storage.googleapis.com/pretty_cats/image_244.jpg
245,0.6928823,0.23803055,0.38751784,0.52702695,0.14961824,0.79051423,0.56251353,0.59797794,0.6469487,0.5524402,0.14340991,0.46329534,0.36189112,0.3489289,0.8168516,0.5099479,0.24742228,0.17164157,0.13246545,0.39580265,8.737127,https://storage.googleapis.com/pretty_cats/image_245.jpg
246,0.45478427,0.37360084,0.57752514,0.4075986,0.30031177,0.2064756,0.15618984,0.43397585,0.36994484,0.13084643,0.7531661,0.5895835,0.38701907,0.72753406,0.51332587,0.082914636,0.4967418,0.7151039,0.9264246,0.2672737,8.870341,https://storage.googleapis.com/pretty_cats/image_246.jpg
247,0.33406097,0.57980984,0.69177514,0.21980882,0.49511018,0.07214054,0.33560553,0.50342506,0.31771025,0.20352288,0.50672203,0.681126,0.48522902,0.39385346,0.5108821,0.41149879,0.7432597,0.7474615,0.61434793,0.76125884,9.60861,https://storage.googleapis.com/pretty_cats/image_247.jpg
248,0.9550317,0.49468678,0.56784534,0.78319156,0.58480805,0.8765186,0.8661847,0.73580706,0.9610473,0.7763217,0.7197531,0.6272808,0.65023303,0.7158832,0.904492,0.77386427,0.65192944,0.24520466,0.34551015,0.5101138,13.745709,https://storage.googleapis.com/pretty_cats/image_248.jpg
249,0.81921774,0.47914764,0.4714761,0.7049692,0.45561913,0.96472824,0.8541733,0.3711438,0.48510134,0.5329108,0.7267636,0.6377859,0.457283,0.39490446,0.6935151,0.4491576,0.3683178,0.4948298,0.37498605,0.36437237,11.100402,https://storage.googleapis.com/pretty_cats/image_249.jpg
0,0.6361117,0.820534,0.24590182,0.1613871,0.26396686,0.8353435,0.73411506,0.34782085,0.14256287,0.5081947,0.027516602,0.67131907,0.047425613,0.7008936,0.13657622,0.009358643,0.47802716,0.8877072,0.81270736,0.4581456,8.925614,https://storage.googleapis.com/pretty_cats/image_0.jpg
1,0.8221345,0.4866741,0.5440487,0.6659157,0.63663906,0.48121813,0.7707005,0.77925295,0.8370393,0.760282,0.4082657,0.6712602,0.7271051,0.37768275,0.8594524,0.5427795,0.6488801,0.49911308,0.48557967,0.43485358,12.438877,https://storage.googleapis.com/pretty_cats/image_1.jpg
2,0.7663298,0.2331647,0.5215554,0.24004419,0.687075,0.38219687,0.6559884,0.43350786,0.26663542,0.6277747,0.3799152,0.52080864,0.34423244,0.30000204,0.7065702,0.06747885,0.40719715,0.020203656,0.10835284,0.68911767,8.3581505,https://storage.googleapis.com/pretty_cats/image_2.jpg
3,0.38632157,0.30823457,0.47150794,0.36587653,0.25502717,0.9091771,0.81166434,0.1640846,0.8490091,0.6007118,0.22575182,0.56293595,0.19268027,0.1351993,0.47576138,0.31455946,0.5825059,0.0058447216,0.030902218,0.15925469,7.80701,https://storage.googleapis.com/pretty_cats/image_3.jpg
4,0.5229912,0.6951344,0.9635234,0.5027532,0.89045095,0.11858033,0.15544046,0.63333315,0.24189,0.3278965,0.64464855,0.71679896,0.6590662,0.69488287,0.60126436,0.10097727,0.3446571,0.9112943,0.95792747,0.29438967,10.9779,https://storage.googleapis.com/pretty_cats/image_4.jpg
5,0.4394452,0.26561922,0.522423,0.30057594,0.37038192,0.21047202,0.33742094,0.5699205,0.3555402,0.54157317,0.5656769,0.77662754,0.8661814,0.4219421,0.15058397,0.78365594,0.7760752,0.105824225,0.35221964,0.7724442,9.484604,https://storage.googleapis.com/pretty_cats/image_5.jpg
6,0.89369524,0.6221693,0.5855391,0.7317645,0.7638101,0.72993356,0.8235427,0.45473415,0.6291269,0.8705332,0.7492621,0.8377823,0.69124216,0.6696562,0.8797058,0.37263852,0.9330895,0.16412124,0.21936068,0.5487543,13.170461,https://storage.googleapis.com/pretty_cats/image_6.jpg
7,0.90691096,0.63899195,0.27199772,0.7402276,0.83448595,0.59415257,0.7482891,0.41857252,0.16386445,0.6202996,0.2617089,0.6380873,0.11349666,0.85399956,0.8827443,0.17542519,0.6275305,0.42712507,0.36386096,0.49706846,10.77884,https://storage.googleapis.com/pretty_cats/image_7.jpg
8,0.38198742,0.21254185,0.12690748,0.13735111,0.061153214,0.92023474,0.78531855,0.07774533,0.6111132,0.3025613,0.020181201,0.5311087,0.44121963,0.34332582,0.021211464,0.678016,0.8359018,0.029166652,0.5876806,0.43978962,7.5445166,https://storage.googleapis.com/pretty_cats/image_8.jpg
9,0.65920466,0.4221105,0.15499228,0.21072474,0.13111238,0.7531448,0.47310805,0.27845335,0.05478096,0.12532295,0.04019995,0.35560092,0.06102314,0.20176345,0.4151364,0.22498329,0.18134815,0.20761514,0.42200583,0.5048288,5.87746,https://storage.googleapis.com/pretty_cats/image_9.jpg
10,0.59339625,0.43936816,0.7800606,0.101809345,0.11250731,0.48959404,0.5369162,0.15734081,0.40989006,0.38054445,0.45865366,0.9216689,0.56284535,0.4800221,0.08294757,0.21509464,0.19306655,0.6913692,0.8644793,0.56028557,9.031859,https://storage.googleapis.com/pretty_cats/image_10.jpg
11,0.9131361,0.50590247,0.6672104,0.5591965,0.8868318,0.72484213,0.88737565,0.9072514,0.7176558,0.924543,0.2504735,0.52839506,0.542905,0.4671575,0.9306925,0.57157046,0.9683672,0.56195724,0.082872435,0.38829315,12.9866295,https://storage.googleapis.com/pretty_cats/image_11.jpg
12,0.68409914,0.5377939,0.27032483,0.4759036,0.32491904,0.8689187,0.8237298,0.28043085,0.3623141,0.54536897,0.06535996,0.74015784,0.14649554,0.49434972,0.13046621,0.03421917,0.6218343,0.80251867,0.7755278,0.6017531,9.586486,https://storage.googleapis.com/pretty_cats/image_12.jpg
13,0.7999291,0.7813746,0.38943768,0.6387257,0.5949669,0.054108944,0.052806575,0.59731334,0.024434907,0.5641163,0.08663795,0.6335927,0.11103282,0.6184578,0.6770442,0.006699194,0.13582717,0.5276075,0.16573443,0.6071565,8.067004,https://storage.googleapis.com/pretty_cats/image_13.jpg
14,0.9209177,0.6833737,0.86056906,0.87274784,0.9001908,0.25894293,0.4219616,0.67362666,0.92208195,0.703259,0.95600605,0.7486216,0.86495894,0.8684195,0.97146094,0.25049824,0.5197732,0.79009193,0.73953086,0.47847936,14.405512,https://storage.googleapis.com/pretty_cats/image_14.jpg
15,0.60978746,0.53447634,0.5609123,0.7552022,0.5223883,0.68847656,0.6895172,0.33162096,0.48222908,0.35699332,0.21528983,0.38321385,0.23390555,0.3556075,0.76862025,0.135565,0.44276074,0.041571114,0.10436424,0.24683852,8.45934,https://storage.googleapis.com/pretty_cats/image_15.jpg
16,0.75319976,0.38888723,0.32825768,0.63713574,0.47839034,0.76469195,0.7505042,0.26537558,0.66192204,0.29592967,0.6413417,0.48269677,0.22176452,0.50183153,0.7764793,0.3795796,0.5980674,0.071015894,0.51840335,0.25105333,9.766527,https://storage.googleapis.com/pretty_cats/image_16.jpg
17,0.85771203,0.520722,0.6443475,0.6432864,0.79615885,0.70154136,0.6964629,0.6792323,0.87084377,0.5633939,0.8370778,0.4997325,0.54681474,0.6867735,0.95128345,0.8707085,0.42824227,0.3830831,0.67202324,0.57322586,13.422666,https://storage.googleapis.com/pretty_cats/image_17.jpg
18,0.9528617,0.48613045,0.71635467,0.84176725,0.72790444,0.48049393,0.8078115,0.44107622,0.89061,0.8957555,0.9004668,0.7921205,0.86952883,0.8086715,0.9631926,0.49650913,0.9025227,0.24693571,0.865091,0.5320443,14.61785,https://storage.googleapis.com/pretty_cats/image_18.jpg
19,0.9843529,0.77400035,0.7474133,0.97038156,0.8243385,0.9990885,0.88955915,0.48964503,0.5859797,0.80886674,0.9516178,0.90589064,0.8903666,0.79548776,0.99134153,0.51057374,0.54064584,0.89731526,0.5275238,0.784309,15.868697,https://storage.googleapis.com/pretty_cats/image_19.jpg
20,0.714323,0.60704225,0.5876376,0.8497046,0.5522204,0.83037287,0.81019694,0.4908057,0.54632455,0.63351476,0.3061574,0.63842636,0.37898597,0.39666918,0.66034615,0.36656052,0.6944395,0.1846667,0.1929293,0.45999607,10.90132,https://storage.googleapis.com/pretty_cats/image_20.jpg
21,0.7907933,0.6376427,0.66403204,0.68033546,0.25985497,0.75538963,0.28630838,0.19480933,0.51228845,0.41795757,0.536515,0.8303143,0.45371848,0.52596515,0.4771906,0.097791865,0.5732767,0.72888744,0.28535175,0.2900523,9.998476,https://storage.googleapis.com/pretty_cats/image_21.jpg
22,0.7827212,0.35168934,0.5348816,0.39772686,0.48863178,0.8953789,0.5330334,0.6792784,0.6582249,0.51961035,0.32346484,0.43230444,0.4595171,0.555876,0.8461955,0.48815805,0.3810162,0.6096694,0.8178116,0.59319973,11.34839,https://storage.googleapis.com/pretty_cats/image_22.jpg
23,0.69320446,0.52334136,0.54216456,0.56584656,0.7423298,0.9298969,0.86484015,0.47715685,0.71962917,0.60433096,0.20265236,0.6747591,0.29580373,0.52359927,0.93759596,0.10067294,0.4203593,0.3822009,0.4017222,0.5228941,11.125001,https://storage.googleapis.com/pretty_cats/image_23.jpg
24,0.7275855,0.25712153,0.6248544,0.3478611,0.71234435,0.95186067,0.87516105,0.854913,0.9359076,0.9033014,0.21895728,0.433409,0.57283294,0.44217542,0.9714518,0.526484,0.26865426,0.32501656,0.34081677,0.33553156,11.626241,https://storage.googleapis.com/pretty_cats/image_24.jpg
25,0.61923254,0.51974034,0.2138876,0.6288612,0.27566373,0.65933365,0.3767673,0.84124297,0.110349186,0.3877003,0.08121011,0.35808688,0.24333608,0.46797898,0.39195085,0.09819446,0.37183002,0.5932126,0.077683404,0.28828686,7.604549,https://storage.googleapis.com/pretty_cats/image_25.jpg
26,0.5503506,0.4120828,0.63377595,0.5843648,0.24864888,0.67752403,0.7512175,0.3212753,0.73497903,0.5108382,0.38076392,0.74233127,0.5254521,0.7370628,0.3689433,0.12253408,0.42172438,0.38915563,0.73968804,0.26693913,10.119651,https://storage.googleapis.com/pretty_cats/image_26.jpg
27,0.7308215,0.830053,0.72659653,0.3781971,0.5146724,0.66466403,0.6045462,0.22874717,0.5804984,0.46816894,0.19330259,0.7248467,0.103950806,0.79797286,0.39607456,0.022123396,0.27442124,0.6741167,0.49952507,0.46012065,9.873421,https://storage.googleapis.com/pretty_cats/image_27.jpg
28,0.5465382,0.24951653,0.2721103,0.10971844,0.6606558,0.7107695,0.7629102,0.13445795,0.045454595,0.27543378,0.13800374,0.62198997,0.10442469,0.38158545,0.23371933,0.07838061,0.49868965,0.015539065,0.19145696,0.71587497,6.7472296,https://storage.googleapis.com/pretty_cats/image_28.jpg
29,0.95865184,0.96998066,0.9303834,0.89486915,0.9677959,0.038046196,0.33063748,0.943745,0.13743588,0.9577729,0.9015307,0.95455724,0.7343324,0.98648703,0.9476488,0.0738378,0.78965884,0.9667351,0.7657063,0.72466403,14.974477,https://storage.googleapis.com/pretty_cats/image_29.jpg
30,0.83161956,0.31905136,0.7616334,0.8142369,0.31620923,0.7469215,0.35426593,0.83051175,0.47256938,0.34903336,0.9097175,0.71824056,0.75121176,0.46957725,0.90567225,0.48866898,0.2844537,0.9888709,0.741788,0.26561883,12.319872,https://storage.googleapis.com/pretty_cats/image_30.jpg
31,0.80562204,0.77119994,0.6700801,0.52975476,0.6283415,0.071491875,0.23066649,0.48682088,0.47113678,0.674412,0.3808597,0.7278946,0.36581856,0.90208757,0.50246805,0.10126281,0.28996193,0.55771685,0.4472311,0.42005867,10.034886,https://storage.googleapis.com/pretty_cats/image_31.jpg
32,0.9270535,0.5863295,0.4255614,0.5445545,0.42832497,0.49365935,0.7406949,0.36064428,0.49368653,0.8140349,0.3622458,0.7512602,0.78485745,0.50570893,0.8939843,0.943208,0.9534634,0.30387503,0.7683288,0.773018,12.854493,https://storage.googleapis.com/pretty_cats/image_32.jpg
33,0.91187835,0.46806115,0.39117742,0.65048593,0.6336485,0.5002332,0.78269523,0.5540035,0.48316112,0.6484533,0.6247524,0.6137689,0.23148729,0.5764008,0.8720606,0.3262295,0.57275313,0.21070443,0.10282824,0.4534779,10.608261,https://storage.googleapis.com/pretty_cats/image_33.jpg
34,0.8297686,0.9512665,0.8990224,0.8769113,0.8866399,0.7742138,0.48875615,0.7085648,0.31022933,0.6648307,0.6659963,0.75277865,0.30786583,0.89779246,0.86510503,0.018313145,0.23930907,0.9822317,0.66211617,0.3581943,13.139908,https://storage.googleapis.com/pretty_cats/image_34.jpg
35,0.90237665,0.15627985,0.45019272,0.31221926,0.38937917,0.42761096,0.87663764,0.44333354,0.65618336,0.71403605,0.52440566,0.6279517,0.7305858,0.3525783,0.74118805,0.53425705,0.9374086,0.013207127,0.3483143,0.50540376,10.643549,https://storage.googleapis.com/pretty_cats/image_35.jpg
36,0.8701611,0.8262577,0.5431529,0.6629034,0.85138994,0.511322,0.7767205,0.30852827,0.07978215,0.4720541,0.31456232,0.8813594,0.116984114,0.8822156,0.71614146,0.051383127,0.7723647,0.7571507,0.8746166,0.5198613,11.788911,https://storage.googleapis.com/pretty_cats/image_36.jpg
37,0.66620713,0.3182124,0.20913951,0.7191734,0.37849858,0.9150849,0.8228476,0.5981659,0.51692504,0.59815174,0.16792585,0.6015126,0.30584148,0.20674512,0.113869116,0.50333923,0.72373146,0.18200006,0.21407752,0.34977126,9.11122,https://storage.googleapis.com/pretty_cats/image_37.jpg
38,0.68667746,0.51092404,0.3063264,0.5156233,0.18897472,0.7747365,0.3037653,0.17145075,0.22290225,0.4154995,0.09071252,0.61934984,0.25039405,0.50845397,0.25245386,0.081503764,0.33258978,0.25835487,0.3710654,0.49789712,7.3596554,https://storage.googleapis.com/pretty_cats/image_38.jpg
39,0.9238258,0.6629691,0.8890122,0.74880713,0.7923695,0.16491325,0.5178124,0.7707446,0.8017928,0.76772594,0.8007626,0.7955728,0.5525393,0.86214733,0.93069625,0.622475,0.93135715,0.67021,0.7797621,0.44805643,14.433552,https://storage.googleapis.com/pretty_cats/image_39.jpg
40,0.5093301,0.20376602,0.7783971,0.32534677,0.0781217,0.7164213,0.15746123,0.24720109,0.02444414,0.0635996,0.7504088,0.5848775,0.82137907,0.66104347,0.32687423,0.08372665,0.09430463,0.76985776,0.6224782,0.806061,8.6251,https://storage.googleapis.com/pretty_cats/image_40.jpg
41,0.564822,0.22476387,0.34880716,0.37899494,0.41995597,0.77481073,0.77413315,0.612359,0.90336865,0.594828,0.22472766,0.15229899,0.15622404,0.2721802,0.9452916,0.62764865,0.6164358,0.0450696,0.38163224,0.348213,9.366565,https://storage.googleapis.com/pretty_cats/image_41.jpg
42,0.43616933,0.21793638,0.19326334,0.21661359,0.3752051,0.8437174,0.7560777,0.24323495,0.7085337,0.16558705,0.21602122,0.13215865,0.26621047,0.08717663,0.27537894,0.58497334,0.6480836,0.0090868445,0.07698644,0.7524814,7.204896,https://storage.googleapis.com/pretty_cats/image_42.jpg
43,0.8153816,0.85709053,0.34149972,0.12036972,0.58191615,0.30811176,0.35515785,0.42300966,0.23943026,0.3854113,0.073419414,0.5591546,0.095026016,0.7641393,0.4969025,0.05080829,0.45735827,0.89258313,0.72817594,0.6342947,9.17924,https://storage.googleapis.com/pretty_cats/image_43.jpg
44,0.9345694,0.9358818,0.82771367,0.9114238,0.9549518,0.13812834,0.28528172,0.896728,0.12183423,0.83282095,0.84215,0.87352514,0.491045,0.94359124,0.8658184,0.046931416,0.1268494,0.9916313,0.5052803,0.5710664,13.097221,https://storage.googleapis.com/pretty_cats/image_44.jpg
45,0.9407684,0.7364842,0.8389838,0.8398187,0.65363187,0.443519,0.47470775,0.72459894,0.46971503,0.6454936,0.417701,0.8254405,0.5073318,0.77370393,0.6583948,0.17665857,0.23663165,0.7760573,0.73171616,0.5590888,12.430445,https://storage.googleapis.com/pretty_cats/image_45.jpg
46,0.9770479,0.6947191,0.8401483,0.8413871,0.90642625,0.7325279,0.90674525,0.8261895,0.7931682,0.9374741,0.616783,0.8126833,0.6966932,0.8125811,0.9879313,0.7127597,0.96801466,0.5305277,0.81394166,0.6471325,16.054882,https://storage.googleapis.com/pretty_cats/image_46.jpg
47,0.84623003,0.5335897,0.14625697,0.20879205,0.44923735,0.84199595,0.95994973,0.19309744,0.052941263,0.5952964,0.07279747,0.86537904,0.17753805,0.5984932,0.101510264,0.17231652,0.666155,0.7513992,0.88593966,0.8428472,9.961761,https://storage.googleapis.com/pretty_cats/image_47.jpg
48,0.73870885,0.5019703,0.12115247,0.25476637,0.24080773,0.728131,0.3873703,0.033901338,0.065085985,0.4967008,0.015579557,0.59539145,0.03106439,0.42709377,0.07919154,0.006091704,0.055438958,0.31220454,0.34107992,0.6289515,6.0606823,https://storage.googleapis.com/pretty_cats/image_48.jpg
49,0.964999,0.7419118,0.748473,0.8042048,0.908883,0.64099324,0.5972721,0.7425643,0.1836957,0.73202574,0.9104279,0.7003415,0.661093,0.91288334,0.9647839,0.1860396,0.7620957,0.51734847,0.2610869,0.5420216,13.483144,https://storage.googleapis.com/pretty_cats/image_49.jpg
50,0.7175696,0.5774316,0.5124181,0.41889888,0.7896287,0.45064172,0.7597557,0.13176517,0.2514114,0.3588558,0.093994424,0.79750997,0.054889902,0.55932903,0.5903844,0.03906075,0.35245073,0.12903424,0.48382944,0.434048,8.502907,https://storage.googleapis.com/pretty_cats/image_50.jpg
51,0.43818218,0.7531955,0.70057243,0.4392869,0.87742513,0.23594908,0.44875607,0.39136642,0.73393404,0.41284406,0.16099973,0.6142855,0.056799386,0.7863614,0.7806998,0.07952599,0.2710459,0.31030238,0.57988834,0.3693151,9.440736,https://storage.googleapis.com/pretty_cats/image_51.jpg
52,0.5317461,0.12939307,0.2819409,0.12609418,0.25129122,0.90301514,0.8650946,0.17964776,0.2735778,0.31592557,0.2006935,0.6077382,0.6758269,0.21493818,0.025915869,0.6856445,0.79400116,0.21321842,0.5423743,0.8927984,8.710876,https://storage.googleapis.com/pretty_cats/image_52.jpg
