image_index,beautiful_cat_score,cute_cat_score,lovely_cat_score,charming_cat_score,adorable_cat_score,elegant_cat_score,graceful_cat_score,pretty_cat_score,handsome_cat_score,gorgeous_cat_score,photogenic_cat_score,delightful_cat_score,attractive_cat_score,sweet_cat_score,stunning_cat_score,majestic_cat_score,fluffy_cat_score,playful_cat_score,happy_cat_score,appealing_cat_score,total_score,image_url
69,0.7158471,0.4930143,0.6909148,0.7644516,0.26668838,0.98904663,0.75047165,0.045425393,0.23565042,0.4957634,0.04512422,0.9721796,0.10170022,0.38948756,0.35351014,0.0038557411,0.3508813,0.2372175,0.8270078,0.2777771,9.006014,https://storage.googleapis.com/pretty_cats/image_69.jpg
70,0.8965239,0.37479964,0.60749763,0.47847268,0.78730714,0.98386925,0.8922572,0.690155,0.9370045,0.9400512,0.36779964,0.81950146,0.672475,0.6749232,0.9500768,0.47841415,0.62622106,0.33797726,0.6099095,0.47932705,13.604563,https://storage.googleapis.com/pretty_cats/image_70.jpg
71,0.7742109,0.584355,0.67392015,0.7595,0.285001,0.25975925,0.230679,0.32053712,0.29768762,0.34827963,0.78622174,0.7847195,0.7047701,0.51305425,0.92531276,0.2146374,0.24629107,0.66845053,0.5998217,0.65213156,10.629341,https://storage.googleapis.com/pretty_cats/image_71.jpg
72,0.5637387,0.30647716,0.3325051,0.4999113,0.6730876,0.5594776,0.66352165,0.6320979,0.7038696,0.6212214,0.4477909,0.28304696,0.4023614,0.3901953,0.8788828,0.089070834,0.5206953,0.07859403,0.032875504,0.290167,8.969588,https://storage.googleapis.com/pretty_cats/image_72.jpg
73,0.6673848,0.7590636,0.19312005,0.57411027,0.6148774,0.24638635,0.79102886,0.5043868,0.16468143,0.74912167,0.041525688,0.3485442,0.046753593,0.7377963,0.26384866,0.06593885,0.84439343,0.3007504,0.44026574,0.71537966,9.069358,https://storage.googleapis.com/pretty_cats/image_73.jpg
74,0.6806734,0.16145009,0.15443303,0.12474828,0.18845786,0.76632196,0.8948779,0.2607143,0.09709102,0.5594776,0.08435815,0.8013086,0.2669604,0.40377486,0.13139096,0.11294207,0.6928068,0.29469207,0.8622531,0.70864993,8.247382,https://storage.googleapis.com/pretty_cats/image_74.jpg
75,0.97110826,0.7519528,0.9139677,0.8245695,0.92305017,0.3162818,0.30669615,0.9105322,0.61339575,0.84978426,0.9502895,0.8227372,0.9206604,0.91362166,0.99137676,0.40573427,0.4853229,0.9357989,0.5332935,0.45870194,14.798876,https://storage.googleapis.com/pretty_cats/image_75.jpg
76,0.93400437,0.8517123,0.8490463,0.8996545,0.8347027,0.2221209,0.28946388,0.8869725,0.41443914,0.59404993,0.9024052,0.8359512,0.7755513,0.93186283,0.83815056,0.13419579,0.34079877,0.97971046,0.90733814,0.539903,13.962032,https://storage.googleapis.com/pretty_cats/image_76.jpg
77,0.23001589,0.2435212,0.38263515,0.08179954,0.219493,0.76964545,0.24874157,0.2174881,0.14354774,0.13758133,0.03755586,0.6860341,0.11300572,0.32286865,0.04228008,0.17769964,0.21398927,0.057763424,0.378876,0.3898845,5.0944266,https://storage.googleapis.com/pretty_cats/image_77.jpg
78,0.85858595,0.45303875,0.73333925,0.88596797,0.5753569,0.7638146,0.575417,0.30859542,0.7741645,0.49408895,0.9041208,0.67754114,0.34721842,0.4145789,0.9673735,0.5506508,0.34857324,0.32024267,0.23022102,0.27006906,11.45296,https://storage.googleapis.com/pretty_cats/image_78.jpg
79,0.91300076,0.69122505,0.9145761,0.8165259,0.95069236,0.026722848,0.18020159,0.58015275,0.8507653,0.7758477,0.71392655,0.89810896,0.5056555,0.87192136,0.93901026,0.09218902,0.5973689,0.64564544,0.6704836,0.67068285,13.304702,https://storage.googleapis.com/pretty_cats/image_79.jpg
80,0.6661359,0.7184748,0.44012943,0.33561957,0.8648311,0.0142851565,0.32579744,0.84748316,0.4214295,0.7497026,0.0814755,0.5579756,0.106911846,0.55429846,0.5544172,0.36560044,0.31705734,0.9064,0.89121646,0.5182762,10.237517,https://storage.googleapis.com/pretty_cats/image_80.jpg
81,0.9534469,0.9234677,0.94606525,0.87804884,0.93786,0.062217318,0.19963938,0.8001182,0.6991493,0.9123086,0.9547465,0.9770089,0.9249991,0.9678352,0.9551989,0.3462438,0.7189761,0.96350056,0.7857479,0.45646468,15.363044,https://storage.googleapis.com/pretty_cats/image_81.jpg
82,0.92359203,0.73537743,0.5926652,0.9513732,0.6350934,0.9444514,0.7703069,0.47033176,0.11402587,0.5370044,0.6678288,0.63506556,0.1459051,0.6905966,0.8062574,0.8826298,0.7506717,0.4744904,0.32866156,0.74943155,12.805759,https://storage.googleapis.com/pretty_cats/image_82.jpg
83,0.59287745,0.3595407,0.4711149,0.38094246,0.7780112,0.080552906,0.13636898,0.52510005,0.2584338,0.4927359,0.16685563,0.34906018,0.124219224,0.49834633,0.33913648,0.01705366,0.18044573,0.1143071,0.038543586,0.7367093,6.6403556,https://storage.googleapis.com/pretty_cats/image_83.jpg
84,0.9643404,0.8466913,0.84102905,0.883154,0.9381268,0.14150348,0.3825284,0.8269786,0.22133984,0.5693233,0.9186314,0.6205704,0.6109464,0.8890377,0.94119334,0.087549664,0.43936157,0.9460267,0.8010032,0.63713443,13.506471,https://storage.googleapis.com/pretty_cats/image_84.jpg
85,0.86984116,0.54926383,0.43254694,0.64264673,0.29565555,0.6801338,0.74532706,0.63866276,0.26462552,0.63231343,0.27914327,0.6836658,0.23350863,0.3991061,0.8029937,0.22381313,0.60481846,0.27295396,0.20637655,0.5607794,10.018175,https://storage.googleapis.com/pretty_cats/image_85.jpg
86,0.7275639,0.5118886,0.07981198,0.31000814,0.6074767,0.7060171,0.49732208,0.23178807,0.24793658,0.6278643,0.022944296,0.5192852,0.11657236,0.43033856,0.26722288,0.090800025,0.51874715,0.10012238,0.47298917,0.70923907,7.7959385,https://storage.googleapis.com/pretty_cats/image_86.jpg
87,0.28738958,0.13543788,0.3211992,0.12297919,0.12169635,0.3234494,0.5372021,0.35571718,0.85338897,0.18595761,0.20728838,0.5002475,0.37978896,0.3871761,0.17100601,0.21714939,0.7830988,0.09935972,0.6178523,0.30431378,6.911698,https://storage.googleapis.com/pretty_cats/image_87.jpg
88,0.88775563,0.3713873,0.57693213,0.7253459,0.6448216,0.4484928,0.8277406,0.47916186,0.70069087,0.7139741,0.80773747,0.673573,0.48505178,0.60313815,0.96454895,0.5128103,0.4527859,0.30501845,0.7078695,0.5645435,12.45338,https://storage.googleapis.com/pretty_cats/image_88.jpg
89,0.87069607,0.7295356,0.84374225,0.8592703,0.56757754,0.47451276,0.39093444,0.4538589,0.4451809,0.5186524,0.68008524,0.9257586,0.52368206,0.8857578,0.51125145,0.07076877,0.33116242,0.66375744,0.80964077,0.28075925,11.836583,https://storage.googleapis.com/pretty_cats/image_89.jpg
90,0.86728007,0.53748333,0.57524925,0.37976336,0.8181121,0.6257531,0.70932907,0.5057142,0.15799132,0.6942788,0.16765472,0.38659835,0.26200822,0.67266273,0.7792431,0.032754857,0.35884267,0.3221706,0.30411515,0.87744254,10.034447,https://storage.googleapis.com/pretty_cats/image_90.jpg
91,0.35132456,0.22123073,0.7002214,0.30165488,0.17117374,0.06378159,0.3909058,0.40534714,0.04646323,0.12872116,0.55896235,0.3855337,0.19485213,0.14210325,0.3220398,0.53196263,0.55850244,0.13381088,0.7752086,0.3834555,6.767255,https://storage.googleapis.com/pretty_cats/image_91.jpg
92,0.85195625,0.65982264,0.832283,0.8568263,0.8655973,0.4025591,0.5268154,0.6763832,0.71215355,0.7670787,0.6857538,0.5333495,0.33877236,0.41079783,0.92485493,0.4614438,0.27920508,0.64494175,0.5282592,0.41550553,12.37436,https://storage.googleapis.com/pretty_cats/image_92.jpg
93,0.9273237,0.5020404,0.34777674,0.6175374,0.2312702,0.7297373,0.7184216,0.57515234,0.73274726,0.75563276,0.47534513,0.5068951,0.603732,0.6794932,0.5265316,0.5958587,0.43741935,0.5388017,0.7685358,0.78845686,12.058708,https://storage.googleapis.com/pretty_cats/image_93.jpg
94,0.4940241,0.65339005,0.61033237,0.4437718,0.42799246,0.28232872,0.28573737,0.23923442,0.38689783,0.54538363,0.20461152,0.7211641,0.08963965,0.6192168,0.54786617,0.023385461,0.41740227,0.4593305,0.41799796,0.51672167,8.386429,https://storage.googleapis.com/pretty_cats/image_94.jpg
95,0.7823171,0.908743,0.797212,0.35006848,0.81084484,0.18775058,0.35828683,0.59123427,0.47140384,0.68590057,0.5051263,0.78585094,0.10706747,0.86334014,0.5731997,0.19193694,0.43884248,0.7249665,0.67756236,0.55161995,11.363275,https://storage.googleapis.com/pretty_cats/image_95.jpg
96,0.61727107,0.5015049,0.67987317,0.4079713,0.6895024,0.87281907,0.7767755,0.27658176,0.77547604,0.37311086,0.279875,0.6826188,0.13911244,0.5536646,0.78852946,0.21335989,0.26482192,0.28321382,0.47551018,0.45614478,10.107737,https://storage.googleapis.com/pretty_cats/image_96.jpg
97,0.6059407,0.4711315,0.61885196,0.46077365,0.52864844,0.1776687,0.5115198,0.22492644,0.31974003,0.21877758,0.45640644,0.75214416,0.15790482,0.7340268,0.44728675,0.1032033,0.40343422,0.06960397,0.51941514,0.4109834,8.192388,https://storage.googleapis.com/pretty_cats/image_97.jpg
98,0.86324596,0.45502174,0.66959924,0.7336383,0.34056744,0.78854024,0.704242,0.17988399,0.68589604,0.9073753,0.6687349,0.9430611,0.44848055,0.6103732,0.9779087,0.1314626,0.4819786,0.58737415,0.42952052,0.43236625,12.039271,https://storage.googleapis.com/pretty_cats/image_98.jpg
99,0.7914016,0.82691365,0.64301765,0.6910874,0.9418568,0.67441994,0.8014609,0.30310938,0.5232348,0.8779278,0.1361252,0.87838227,0.12575743,0.9463365,0.74224293,0.036246363,0.6318468,0.6176383,0.83301365,0.42800084,12.45002,https://storage.googleapis.com/pretty_cats/image_99.jpg
100,0.9372496,0.81432486,0.693584,0.87209976,0.63879174,0.8298591,0.41421515,0.5517167,0.086574584,0.7744505,0.50359577,0.85221416,0.60283726,0.6273454,0.8053477,0.0805878,0.64612055,0.92498493,0.2009528,0.42858043,12.285431,https://storage.googleapis.com/pretty_cats/image_100.jpg
101,0.24417359,0.20296167,0.5079163,0.17672046,0.16913955,0.69373155,0.80003494,0.28129068,0.438842,0.13408947,0.10442737,0.60203373,0.28103048,0.36025688,0.19637883,0.15379648,0.13769862,0.30249047,0.9058028,0.6005069,7.2933226,https://storage.googleapis.com/pretty_cats/image_101.jpg
102,0.83971703,0.44541314,0.83847946,0.76191235,0.8742169,0.8355535,0.9519205,0.59131265,0.8396266,0.78966486,0.9095274,0.79896784,0.88739175,0.61808145,0.93583363,0.8253971,0.96630526,0.23484541,0.6289106,0.5685309,15.141609,https://storage.googleapis.com/pretty_cats/image_102.jpg
103,0.7188392,0.3302214,0.40886027,0.6388221,0.36771852,0.8634953,0.7291293,0.32183748,0.29155338,0.55466366,0.40928352,0.8459673,0.7083643,0.7282171,0.21102563,0.29003617,0.71752596,0.44524592,0.9404559,0.6312237,11.152487,https://storage.googleapis.com/pretty_cats/image_103.jpg
104,0.8016973,0.7164361,0.25213224,0.6020026,0.36718076,0.8041014,0.75641024,0.15040134,0.5844963,0.4995613,0.24801978,0.71798843,0.15499252,0.71595836,0.55143553,0.20509526,0.36266276,0.6174067,0.7696458,0.5560116,10.433636,https://storage.googleapis.com/pretty_cats/image_104.jpg
105,0.7100039,0.34763917,0.5519615,0.46461737,0.86243653,0.9291175,0.90303934,0.8475727,0.87802696,0.8996721,0.40657246,0.6385096,0.61665,0.5636712,0.9816996,0.38012728,0.2511875,0.2755453,0.441135,0.5357427,12.484927,https://storage.googleapis.com/pretty_cats/image_105.jpg
106,0.56130403,0.5794655,0.30527243,0.5371642,0.6318437,0.6579639,0.702699,0.24164139,0.08594618,0.35327524,0.02345828,0.88120496,0.08479112,0.40859565,0.23082967,0.037074737,0.57710063,0.47243962,0.5198317,0.327103,8.219005,https://storage.googleapis.com/pretty_cats/image_106.jpg
107,0.3245627,0.67429304,0.044018406,0.12553029,0.31171775,0.5096943,0.22399113,0.21398032,0.03377531,0.3020078,0.029085426,0.44541457,0.06113121,0.44162926,0.10876335,0.01688218,0.19083652,0.34780616,0.4236443,0.8648025,5.6935663,https://storage.googleapis.com/pretty_cats/image_107.jpg
108,0.03897285,0.05758327,0.3374154,0.013325048,0.35975376,0.0038032292,0.01627969,0.31594864,0.101843886,0.025165364,0.070484705,0.1693101,0.14492688,0.047551148,0.018036002,0.024654334,0.0062623634,0.032857742,0.07273042,0.59355545,2.4504604,https://storage.googleapis.com/pretty_cats/image_108.jpg
109,0.31181064,0.39855868,0.93266135,0.51662976,0.7497187,0.08935739,0.4113353,0.5774935,0.7652738,0.1676273,0.9371268,0.79720056,0.8732625,0.39412218,0.88788444,0.7525194,0.7203802,0.6487011,0.80051017,0.5686951,12.300868,https://storage.googleapis.com/pretty_cats/image_109.jpg
110,0.9843464,0.7707413,0.5656826,0.8079826,0.6387851,0.9716294,0.77082855,0.722309,0.3723487,0.9419192,0.56045514,0.78778964,0.72668064,0.8767265,0.9257451,0.41837662,0.95915395,0.18764676,0.60305053,0.64621216,14.23841,https://storage.googleapis.com/pretty_cats/image_110.jpg
111,0.90393907,0.6959385,0.6929197,0.7942662,0.5988122,0.9218677,0.37117,0.22120573,0.051557817,0.20877127,0.88143724,0.7631123,0.61904854,0.4860218,0.799102,0.35270324,0.39218816,0.69563293,0.46902052,0.7127491,11.631465,https://storage.googleapis.com/pretty_cats/image_111.jpg
112,0.57077485,0.62237734,0.67301583,0.5008621,0.6436557,0.16358241,0.46615446,0.3048499,0.600823,0.34064496,0.40580466,0.7771149,0.17407766,0.68329895,0.52947676,0.121868126,0.5884485,0.39274526,0.50916755,0.3447566,9.4135,https://storage.googleapis.com/pretty_cats/image_112.jpg
113,0.98748463,0.9489528,0.9658959,0.96364754,0.9577302,0.17216614,0.32390824,0.68293935,0.19480574,0.8444661,0.66076523,0.9250639,0.20907232,0.89899117,0.9372081,0.019399347,0.3593075,0.92565465,0.9075769,0.44988918,13.334925,https://storage.googleapis.com/pretty_cats/image_113.jpg
114,0.7447118,0.43515268,0.4157418,0.7175944,0.705214,0.6849678,0.7405523,0.47949272,0.5649682,0.70267236,0.47906476,0.796576,0.6292003,0.45012522,0.9151504,0.20180647,0.71661234,0.13508983,0.46798614,0.5766905,11.559369,https://storage.googleapis.com/pretty_cats/image_114.jpg
115,0.8746758,0.362769,0.7527723,0.7401076,0.29090455,0.8880874,0.92639196,0.41525635,0.83628446,0.7850535,0.3101334,0.8231891,0.5020232,0.520572,0.6798101,0.3985806,0.63902754,0.17766285,0.43272576,0.319994,11.676022,https://storage.googleapis.com/pretty_cats/image_115.jpg
116,0.5923862,0.2837372,0.37823793,0.29946637,0.55727077,0.43116874,0.40676627,0.47454318,0.14548345,0.34333485,0.17795426,0.3941718,0.106580116,0.46492293,0.5265468,0.015899258,0.14664344,0.06638891,0.0912789,0.50591063,6.4086924,https://storage.googleapis.com/pretty_cats/image_116.jpg
117,0.98366433,0.8742941,0.89550906,0.91228795,0.9242547,0.15766682,0.48406044,0.81860936,0.77137834,0.9416482,0.9413393,0.9241712,0.8835341,0.9582142,0.9719331,0.3260539,0.42684835,0.9547051,0.6668978,0.4888148,15.305884,https://storage.googleapis.com/pretty_cats/image_117.jpg
118,0.8030036,0.48443013,0.7607117,0.6681964,0.8045694,0.0773841,0.3845627,0.78132737,0.50606793,0.5971078,0.8880546,0.9237249,0.8970645,0.7474511,0.8450037,0.60762316,0.87992495,0.9293007,0.8248321,0.6904649,14.100805,https://storage.googleapis.com/pretty_cats/image_118.jpg
119,0.69682497,0.28563383,0.34567192,0.44732165,0.060240336,0.8219528,0.51538694,0.14396495,0.5687246,0.21266606,0.36209774,0.8325932,0.51848567,0.58105373,0.30865568,0.29493633,0.13946435,0.73268265,0.53810394,0.37039664,8.776858,https://storage.googleapis.com/pretty_cats/image_119.jpg
120,0.69797415,0.4001325,0.3285858,0.49273208,0.38568467,0.564793,0.6862362,0.3348022,0.71595025,0.64381105,0.06448356,0.6178707,0.14370681,0.688191,0.15680772,0.06924527,0.10352554,0.555544,0.87865895,0.3882614,8.916998,https://storage.googleapis.com/pretty_cats/image_120.jpg
121,0.59656584,0.40339792,0.73180753,0.5132315,0.794398,0.30947432,0.7015701,0.68980616,0.7569662,0.60683614,0.31339186,0.5269319,0.2325582,0.42551056,0.7766752,0.0849268,0.46297663,0.08263501,0.251006,0.2880552,9.54872,https://storage.googleapis.com/pretty_cats/image_121.jpg
122,0.90391445,0.9776858,0.60556585,0.4723041,0.8978331,0.31465077,0.24965405,0.5285724,0.062096566,0.6480749,0.28924698,0.8330192,0.06449668,0.98292774,0.6961693,0.010823368,0.35427424,0.9455643,0.6881857,0.3805548,10.905614,https://storage.googleapis.com/pretty_cats/image_122.jpg
123,0.31608057,0.19391394,0.19379114,0.09602648,0.07758029,0.77522486,0.84876245,0.10171607,0.30621737,0.1689469,0.06610444,0.9243511,0.2729123,0.30002367,0.017120901,0.21478951,0.6479962,0.40218988,0.9270018,0.6807207,7.5314703,https://storage.googleapis.com/pretty_cats/image_123.jpg
124,0.7047248,0.34525532,0.6623133,0.32661995,0.77668446,0.820849,0.81559396,0.4230958,0.61014956,0.54977703,0.533462,0.4579893,0.22513165,0.40360132,0.94788086,0.27025598,0.75103205,0.13578732,0.17227872,0.44916373,10.381644,https://storage.googleapis.com/pretty_cats/image_124.jpg
125,0.8606574,0.47887155,0.4623749,0.50991166,0.48881623,0.72149915,0.8108054,0.3679527,0.90628654,0.73578036,0.30911496,0.7029432,0.3487738,0.648312,0.70888764,0.34695306,0.90831,0.05357889,0.4175535,0.26127237,11.048657,https://storage.googleapis.com/pretty_cats/image_125.jpg
126,0.6570684,0.41920206,0.4608481,0.68490404,0.37207064,0.18320313,0.4377944,0.39682895,0.5682488,0.21008909,0.67670673,0.4050005,0.16386783,0.55990815,0.9203377,0.1954399,0.30787313,0.26352352,0.33275452,0.24772644,8.463397,https://storage.googleapis.com/pretty_cats/image_126.jpg
127,0.6160159,0.3622912,0.6224692,0.25712442,0.18193106,0.23636061,0.7277654,0.41361037,0.56688,0.56587374,0.38541895,0.67041147,0.18195689,0.37156987,0.35530597,0.14981855,0.4821729,0.30489433,0.40951273,0.33023325,8.191617,https://storage.googleapis.com/pretty_cats/image_127.jpg
128,0.93317086,0.40304083,0.63888323,0.5123895,0.80616415,0.25807393,0.75672716,0.8570779,0.36833337,0.9528008,0.47200608,0.5000868,0.8079498,0.49449036,0.9315041,0.6169165,0.9736646,0.051562108,0.042908236,0.30053785,11.678289,https://storage.googleapis.com/pretty_cats/image_128.jpg
129,0.7684418,0.820393,0.8480607,0.5870547,0.36046883,0.66072714,0.297988,0.79065067,0.10405229,0.61921453,0.3945531,0.59359777,0.5313467,0.5382547,0.7277794,0.060104746,0.15275756,0.9762516,0.1330542,0.39205492,10.356806,https://storage.googleapis.com/pretty_cats/image_129.jpg
130,0.76283664,0.6880809,0.5714854,0.72362924,0.89776796,0.069051415,0.7414887,0.6172761,0.8469509,0.7527769,0.5615192,0.51591855,0.26115313,0.6608067,0.65934646,0.15448235,0.35834166,0.3759123,0.33024332,0.660317,11.209385,https://storage.googleapis.com/pretty_cats/image_130.jpg
131,0.69964373,0.42922983,0.42235154,0.33544993,0.4102181,0.696016,0.8522151,0.20253654,0.7136129,0.52023596,0.37457842,0.763784,0.09461789,0.43632087,0.6384827,0.09656409,0.6004218,0.118138075,0.3946383,0.5091928,9.3082485,https://storage.googleapis.com/pretty_cats/image_131.jpg
132,0.41991046,0.40432644,0.5398504,0.3799264,0.42031053,0.8572995,0.7157179,0.29692176,0.7161426,0.16924572,0.4724282,0.6077095,0.28018728,0.53439134,0.4544594,0.15627131,0.520085,0.05580585,0.45875785,0.27154776,8.731295,https://storage.googleapis.com/pretty_cats/image_132.jpg
133,0.88267314,0.8192867,0.7924887,0.8296352,0.95401067,0.082082056,0.2989029,0.784617,0.7999617,0.82192963,0.93060166,0.78730494,0.5651956,0.94172144,0.888625,0.064386405,0.30571353,0.7639288,0.34036914,0.40181205,13.055245,https://storage.googleapis.com/pretty_cats/image_133.jpg
134,0.8854285,0.77778745,0.33882406,0.8164607,0.4006706,0.40101826,0.59194946,0.6830587,0.17979002,0.45268053,0.47978646,0.75149256,0.736957,0.77899003,0.64386606,0.7774652,0.8592458,0.89492387,0.8856216,0.57894343,12.914961,https://storage.googleapis.com/pretty_cats/image_134.jpg
135,0.83304596,0.29715317,0.5500565,0.7072128,0.56897765,0.7125835,0.21753971,0.29667097,0.88295895,0.6966622,0.4103367,0.7538979,0.7325137,0.44167256,0.60670465,0.8811493,0.2829684,0.6885257,0.8457402,0.75004107,12.156412,https://storage.googleapis.com/pretty_cats/image_135.jpg
136,0.2588555,0.14497842,0.34872356,0.11088606,0.20804816,0.43582177,0.37366867,0.40583134,0.5985881,0.26947165,0.070760876,0.29398173,0.13099942,0.2912249,0.22558585,0.15332372,0.100685716,0.04777599,0.18060714,0.39310515,5.042924,https://storage.googleapis.com/pretty_cats/image_136.jpg
137,0.85447836,0.2859597,0.78298575,0.73395306,0.6244921,0.07565825,0.7718012,0.70305115,0.79548687,0.65950626,0.5830007,0.58000636,0.20106184,0.40432182,0.8884904,0.5290776,0.36294672,0.74213094,0.6923784,0.21205924,11.482846,https://storage.googleapis.com/pretty_cats/image_137.jpg
138,0.2916483,0.2521923,0.27032214,0.78589326,0.2861525,0.7348724,0.15353158,0.6233625,0.18056284,0.3473001,0.66085327,0.61405414,0.96125984,0.39463148,0.8685492,0.35494426,0.41122723,0.48358503,0.56371945,0.7814762,10.020138,https://storage.googleapis.com/pretty_cats/image_138.jpg
139,0.9563245,0.78983456,0.9263624,0.948101,0.92070764,0.18778345,0.6014834,0.8918688,0.69518685,0.77449614,0.94233215,0.81261384,0.74539113,0.9262621,0.95255286,0.32225513,0.31015545,0.8901854,0.8472192,0.5736914,15.014807,https://storage.googleapis.com/pretty_cats/image_139.jpg
140,0.63728213,0.34160352,0.35166368,0.5402076,0.43818784,0.111107014,0.21859376,0.32137305,0.21279159,0.4365479,0.5561331,0.6368323,0.7468566,0.44109172,0.7779684,0.18155213,0.7787091,0.20818394,0.624769,0.6756133,9.237067,https://storage.googleapis.com/pretty_cats/image_140.jpg
141,0.721798,0.5773604,0.25617832,0.58328545,0.6740844,0.837766,0.7522252,0.2641077,0.6766979,0.60771817,0.50957274,0.5980605,0.4541799,0.3825099,0.43945462,0.5890688,0.8050626,0.11878262,0.09936467,0.610862,10.558139,https://storage.googleapis.com/pretty_cats/image_141.jpg
142,0.09547589,0.23984453,0.6299872,0.100194745,0.6764429,0.033993788,0.1476639,0.4754588,0.4518905,0.17094411,0.2331872,0.28097612,0.585951,0.23854639,0.30413896,0.14543723,0.06974528,0.23094447,0.17778522,0.60704863,5.895657,https://storage.googleapis.com/pretty_cats/image_142.jpg
143,0.8242797,0.9080986,0.8473505,0.8455428,0.9122287,0.21421906,0.31503174,0.8050144,0.57917315,0.789345,0.4605329,0.5384585,0.15122478,0.9172583,0.93573666,0.08973355,0.33398882,0.7170962,0.30780524,0.3254188,11.817537,https://storage.googleapis.com/pretty_cats/image_143.jpg
144,0.6544898,0.6294788,0.41063344,0.46247542,0.5621441,0.56022304,0.64914864,0.38289833,0.7036509,0.7390194,0.21022111,0.744603,0.34577158,0.5856349,0.2497509,0.13629869,0.6936833,0.5664827,0.2812764,0.5200522,10.087938,https://storage.googleapis.com/pretty_cats/image_144.jpg
145,0.23101224,0.29673344,0.6559303,0.41908044,0.57337654,0.1186567,0.13490385,0.32089943,0.64252055,0.25040978,0.28527045,0.5956708,0.2562125,0.24962834,0.22074212,0.009565921,0.12416571,0.3786251,0.13869607,0.36094338,6.263044,https://storage.googleapis.com/pretty_cats/image_145.jpg
146,0.701781,0.6695115,0.6545463,0.3557159,0.77065635,0.21733363,0.662158,0.60463053,0.24580103,0.27338985,0.19971009,0.5450209,0.13409235,0.62803453,0.51113135,0.046010457,0.21497776,0.7842142,0.7994282,0.6813165,9.69946,https://storage.googleapis.com/pretty_cats/image_146.jpg
147,0.47560152,0.47079268,0.66631913,0.35842147,0.29486334,0.3568414,0.15621899,0.49062365,0.10083694,0.13109086,0.21109234,0.61291397,0.16764833,0.686308,0.27081832,0.022629367,0.09334091,0.90220684,0.65010595,0.58309627,7.70177,https://storage.googleapis.com/pretty_cats/image_147.jpg
148,0.95948493,0.707287,0.8621936,0.79725516,0.9719205,0.6440581,0.76589274,0.8752161,0.8653677,0.9515749,0.8679896,0.8444694,0.743026,0.88920057,0.9915489,0.273116,0.74491847,0.50376076,0.34173352,0.45869678,15.058709,https://storage.googleapis.com/pretty_cats/image_148.jpg
149,0.81983215,0.5681051,0.05293658,0.23198509,0.28651303,0.8968625,0.7438994,0.3423804,0.20346661,0.74931943,0.011612238,0.16524842,0.054505672,0.51943845,0.4664065,0.07999666,0.41365153,0.1994785,0.54208505,0.81812507,8.165849,https://storage.googleapis.com/pretty_cats/image_149.jpg
150,0.9084169,0.74322593,0.72337204,0.6532025,0.8872494,0.13510387,0.22877277,0.80296445,0.40816987,0.5806888,0.7237246,0.47927424,0.700884,0.88302577,0.92289764,0.13172919,0.4596199,0.66239303,0.39906856,0.5091252,11.942907,https://storage.googleapis.com/pretty_cats/image_150.jpg
151,0.47078744,0.35659584,0.6910834,0.3669317,0.53288615,0.5651581,0.58628,0.2822839,0.79508597,0.5102329,0.23518316,0.6396943,0.19482757,0.34200603,0.75514364,0.18687923,0.51941943,0.04440561,0.11568863,0.19259718,8.38317,https://storage.googleapis.com/pretty_cats/image_151.jpg
152,0.86409664,0.2537389,0.33725554,0.26367643,0.5273916,0.24515419,0.77821505,0.49888706,0.48176667,0.8089337,0.26325116,0.6051548,0.6473407,0.4799621,0.6316995,0.3296294,0.9725089,0.02416876,0.3819262,0.7719459,10.166704,https://storage.googleapis.com/pretty_cats/image_152.jpg
153,0.59267163,0.40877086,0.6311917,0.39689288,0.5022626,0.69816107,0.6692663,0.23021866,0.49875355,0.36066714,0.4577081,0.9100506,0.13724968,0.68159103,0.44965413,0.21293923,0.29624408,0.23340352,0.53560895,0.57227093,9.475576,https://storage.googleapis.com/pretty_cats/image_153.jpg
154,0.6831896,0.92741686,0.805771,0.5384756,0.9613688,0.04560719,0.09655877,0.8091237,0.3274385,0.688989,0.48414618,0.69816345,0.14835225,0.8178994,0.6259898,0.1282931,0.22656465,0.6538667,0.15501525,0.45167318,10.273903,https://storage.googleapis.com/pretty_cats/image_154.jpg
155,0.8426154,0.699513,0.4473872,0.7130895,0.26996192,0.93606067,0.23697221,0.2632323,0.20764557,0.5682146,0.4631654,0.7952441,0.58227116,0.6529471,0.7723849,0.1121777,0.22601064,0.8675666,0.4455955,0.6961117,10.798167,https://storage.googleapis.com/pretty_cats/image_155.jpg
156,0.3566418,0.1544171,0.4700937,0.20250848,0.44414657,0.1316644,0.52137834,0.4629686,0.57868767,0.28583977,0.40843573,0.3292944,0.27110618,0.3548687,0.44229913,0.17287572,0.35973573,0.009058653,0.3367863,0.44512767,6.7379346,https://storage.googleapis.com/pretty_cats/image_156.jpg
157,0.63601404,0.7351978,0.7721688,0.7011007,0.85391515,0.11489235,0.44723582,0.5416044,0.66656,0.31502226,0.85570353,0.88782996,0.5123971,0.7719385,0.77624714,0.2144089,0.64278203,0.6514008,0.92002463,0.6268365,12.643281,https://storage.googleapis.com/pretty_cats/image_157.jpg
158,0.561049,0.4196647,0.3681266,0.27963096,0.3418056,0.21235482,0.18075596,0.2951966,0.068636805,0.26896432,0.082319625,0.46319574,0.1099887,0.29635745,0.34663504,0.022529187,0.2508497,0.5210295,0.30767807,0.7254367,6.1222053,https://storage.googleapis.com/pretty_cats/image_158.jpg
