leaderboard_position,image_number,image_url,pretty_similarity,ugly_similarity,global_score,pretty_logit,ugly_logit,pretty_probability,ugly_probability
9702,8663,https://storage.googleapis.com/pretty_cats/image_8663.jpg,0.25288140773773193,0.26485610008239746,-0.011974692344665527,25.288143157958984,26.485612869262695,0.23192565143108368,0.7680743932723999
9703,5013,https://storage.googleapis.com/pretty_cats/image_5013.jpg,0.25035178661346436,0.2623286545276642,-0.011976867914199829,25.035181045532227,26.232868194580078,0.23188692331314087,0.7681130766868591
9704,751,https://storage.googleapis.com/pretty_cats/image_751.jpg,0.274738609790802,0.2867211699485779,-0.011982560157775879,27.47386360168457,28.672119140625,0.23178569972515106,0.7682142853736877
9705,3181,https://storage.googleapis.com/pretty_cats/image_3181.jpg,0.2616259753704071,0.27361512184143066,-0.01198914647102356,26.162599563598633,27.361515045166016,0.23166818916797638,0.76833176612854
9706,1519,https://storage.googleapis.com/pretty_cats/image_1519.jpg,0.24859033524990082,0.26058229804039,-0.011991962790489197,24.859031677246094,26.058229446411133,0.23161795735359192,0.7683820128440857
9707,621,https://storage.googleapis.com/pretty_cats/image_621.jpg,0.2741442024707794,0.2861390709877014,-0.011994868516921997,27.4144229888916,28.613903045654297,0.23156774044036865,0.7684323191642761
9708,8111,https://storage.googleapis.com/pretty_cats/image_8111.jpg,0.2615780830383301,0.2735740542411804,-0.011995971202850342,26.15781021118164,27.357406616210938,0.2315470427274704,0.7684530019760132
9709,8289,https://storage.googleapis.com/pretty_cats/image_8289.jpg,0.26195913553237915,0.2739669978618622,-0.012007862329483032,26.19591522216797,27.39670181274414,0.2313353270292282,0.7686646580696106
9710,6489,https://storage.googleapis.com/pretty_cats/image_6489.jpg,0.25315093994140625,0.26516270637512207,-0.01201176643371582,25.315095901489258,26.516273498535156,0.23126579821109772,0.7687341570854187
9711,6225,https://storage.googleapis.com/pretty_cats/image_6225.jpg,0.2672719955444336,0.279292494058609,-0.012020498514175415,26.727201461791992,27.92925453186035,0.23111023008823395,0.768889844417572
9712,7808,https://storage.googleapis.com/pretty_cats/image_7808.jpg,0.2539794147014618,0.26601314544677734,-0.012033730745315552,25.3979434967041,26.601316452026367,0.23087576031684875,0.7691243290901184
9713,7938,https://storage.googleapis.com/pretty_cats/image_7938.jpg,0.25240951776504517,0.2644655406475067,-0.012056022882461548,25.24095344543457,26.446556091308594,0.23048005998134613,0.7695199847221375
9714,2654,https://storage.googleapis.com/pretty_cats/image_2654.jpg,0.24730649590492249,0.259394109249115,-0.012087613344192505,24.73065185546875,25.93941307067871,0.22992031276226044,0.7700796723365784
9715,3612,https://storage.googleapis.com/pretty_cats/image_3612.jpg,0.25517699122428894,0.2672792077064514,-0.012102216482162476,25.5177001953125,26.727922439575195,0.229661762714386,0.7703382968902588
9716,6038,https://storage.googleapis.com/pretty_cats/image_6038.jpg,0.26330259442329407,0.2754063010215759,-0.01210370659828186,26.33026123046875,27.540632247924805,0.22963541746139526,0.7703645825386047
9717,2162,https://storage.googleapis.com/pretty_cats/image_2162.jpg,0.2647385001182556,0.27684295177459717,-0.012104451656341553,26.473852157592773,27.684297561645508,0.2296222597360611,0.7703777551651001
9718,9002,https://storage.googleapis.com/pretty_cats/image_9002.jpg,0.2783660292625427,0.29047271609306335,-0.01210668683052063,27.836605072021484,29.047273635864258,0.2295827716588974,0.7704172134399414
9719,5595,https://storage.googleapis.com/pretty_cats/image_5595.jpg,0.24706795811653137,0.2591836750507355,-0.012115716934204102,24.706798553466797,25.91836929321289,0.22942326962947845,0.7705767750740051
9720,5415,https://storage.googleapis.com/pretty_cats/image_5415.jpg,0.2522840201854706,0.26443594694137573,-0.012151926755905151,25.228403091430664,26.44359588623047,0.2287835329771042,0.7712164521217346
9721,3765,https://storage.googleapis.com/pretty_cats/image_3765.jpg,0.24713020026683807,0.25928550958633423,-0.012155309319496155,24.713022232055664,25.928552627563477,0.22872398793697357,0.77127605676651
9722,8425,https://storage.googleapis.com/pretty_cats/image_8425.jpg,0.2669118344783783,0.27909055352211,-0.01217871904373169,26.69118309020996,27.909053802490234,0.22831140458583832,0.7716886401176453
9723,4691,https://storage.googleapis.com/pretty_cats/image_4691.jpg,0.25687462091445923,0.26907747983932495,-0.012202858924865723,25.687463760375977,26.90774917602539,0.22788622975349426,0.7721137404441833
9724,7235,https://storage.googleapis.com/pretty_cats/image_7235.jpg,0.279558002948761,0.2917661964893341,-0.01220819354057312,27.95580291748047,29.17662239074707,0.22779227793216705,0.7722076773643494
9725,1504,https://storage.googleapis.com/pretty_cats/image_1504.jpg,0.27251720428466797,0.28475192189216614,-0.012234717607498169,27.25172233581543,28.475194931030273,0.2273259162902832,0.7726740837097168
9726,3325,https://storage.googleapis.com/pretty_cats/image_3325.jpg,0.2763057351112366,0.2885488271713257,-0.012243092060089111,27.63057518005371,28.85488510131836,0.22717887163162231,0.7728210687637329
9727,7309,https://storage.googleapis.com/pretty_cats/image_7309.jpg,0.24899935722351074,0.2612609267234802,-0.012261569499969482,24.899940490722656,26.126094818115234,0.22685520350933075,0.7731447815895081
9728,9004,https://storage.googleapis.com/pretty_cats/image_9004.jpg,0.22851230204105377,0.24079592525959015,-0.012283623218536377,22.851232528686523,24.079593658447266,0.22646839916706085,0.7735315561294556
9729,8503,https://storage.googleapis.com/pretty_cats/image_8503.jpg,0.27236396074295044,0.2846905589103699,-0.012326598167419434,27.236398696899414,28.46905517578125,0.22571684420108795,0.7742831707000732
9730,6726,https://storage.googleapis.com/pretty_cats/image_6726.jpg,0.2542436718940735,0.26659542322158813,-0.012351751327514648,25.42436981201172,26.659543991088867,0.2252771109342575,0.7747228741645813
9731,2400,https://storage.googleapis.com/pretty_cats/image_2400.jpg,0.26418977975845337,0.2765500545501709,-0.01236027479171753,26.41897964477539,27.655000686645508,0.22512932121753693,0.7748706340789795
9732,7352,https://storage.googleapis.com/pretty_cats/image_7352.jpg,0.26233696937561035,0.2746981382369995,-0.01236116886138916,26.233699798583984,27.469816207885742,0.2251127064228058,0.7748872637748718
9733,6298,https://storage.googleapis.com/pretty_cats/image_6298.jpg,0.24288435280323029,0.2552748918533325,-0.012390539050102234,24.288436889648438,25.527490615844727,0.22460074722766876,0.7753992676734924
9734,4596,https://storage.googleapis.com/pretty_cats/image_4596.jpg,0.24612189829349518,0.25852322578430176,-0.01240132749080658,24.612192153930664,25.852325439453125,0.22441278398036957,0.7755872011184692
9735,4225,https://storage.googleapis.com/pretty_cats/image_4225.jpg,0.259194940328598,0.2715974450111389,-0.012402504682540894,25.919496536254883,27.159746170043945,0.22439254820346832,0.7756074666976929
9736,6530,https://storage.googleapis.com/pretty_cats/image_6530.jpg,0.2704528570175171,0.28290167450904846,-0.012448817491531372,27.0452880859375,28.29016876220703,0.22358758747577667,0.7764124274253845
9737,2989,https://storage.googleapis.com/pretty_cats/image_2989.jpg,0.27557700872421265,0.28802651166915894,-0.012449502944946289,27.557697296142578,28.802654266357422,0.22357432544231415,0.7764256000518799
9738,1229,https://storage.googleapis.com/pretty_cats/image_1229.jpg,0.22234117984771729,0.23483815789222717,-0.012496978044509888,22.234119415283203,23.48381805419922,0.22275231778621674,0.7772476673126221
9739,8299,https://storage.googleapis.com/pretty_cats/image_8299.jpg,0.2562025785446167,0.268750935792923,-0.012548357248306274,25.62026023864746,26.87509536743164,0.2218642681837082,0.7781357169151306
9740,792,https://storage.googleapis.com/pretty_cats/image_792.jpg,0.281132310628891,0.29368114471435547,-0.012548834085464478,28.11323356628418,29.368114471435547,0.22185637056827545,0.7781436443328857
9741,6268,https://storage.googleapis.com/pretty_cats/image_6268.jpg,0.2530583441257477,0.2656232416629791,-0.012564897537231445,25.305835723876953,26.562326431274414,0.22157858312129974,0.7784213423728943
9742,5435,https://storage.googleapis.com/pretty_cats/image_5435.jpg,0.2561831772327423,0.2687493860721588,-0.012566208839416504,25.618316650390625,26.874937057495117,0.22155621647834778,0.7784437537193298
9743,9444,https://storage.googleapis.com/pretty_cats/image_9444.jpg,0.26566725969314575,0.27826938033103943,-0.012602120637893677,26.566728591918945,27.826936721801758,0.2209380716085434,0.7790619730949402
9744,2447,https://storage.googleapis.com/pretty_cats/image_2447.jpg,0.271077424287796,0.2836960554122925,-0.01261863112449646,27.107744216918945,28.36960792541504,0.220653235912323,0.779346764087677
9745,4824,https://storage.googleapis.com/pretty_cats/image_4824.jpg,0.2546924948692322,0.26732394099235535,-0.012631446123123169,25.46925163269043,26.732393264770508,0.2204335331916809,0.7795664072036743
9746,3805,https://storage.googleapis.com/pretty_cats/image_3805.jpg,0.24825763702392578,0.2608954608440399,-0.012637823820114136,24.825761795043945,26.089548110961914,0.22032278776168823,0.7796772122383118
9747,1429,https://storage.googleapis.com/pretty_cats/image_1429.jpg,0.2772456109523773,0.2899015545845032,-0.012655943632125854,27.724563598632812,28.990158081054688,0.2200123518705368,0.779987633228302
9748,3785,https://storage.googleapis.com/pretty_cats/image_3785.jpg,0.27502673864364624,0.28768637776374817,-0.012659639120101929,27.502676010131836,28.76864242553711,0.21994853019714355,0.7800514698028564
9749,5460,https://storage.googleapis.com/pretty_cats/image_5460.jpg,0.2567356824874878,0.2693988084793091,-0.012663125991821289,25.673566818237305,26.939882278442383,0.21988865733146667,0.7801113724708557
9750,3567,https://storage.googleapis.com/pretty_cats/image_3567.jpg,0.27217549085617065,0.284862220287323,-0.012686729431152344,27.217548370361328,28.486221313476562,0.21948450803756714,0.7805154919624329
9751,6425,https://storage.googleapis.com/pretty_cats/image_6425.jpg,0.2610490322113037,0.2737388014793396,-0.012689769268035889,26.10489845275879,27.373878479003906,0.21943192183971405,0.7805681228637695
9752,2172,https://storage.googleapis.com/pretty_cats/image_2172.jpg,0.2665666341781616,0.2792817950248718,-0.012715160846710205,26.656661987304688,27.92817497253418,0.21899837255477905,0.781001627445221
9753,8744,https://storage.googleapis.com/pretty_cats/image_8744.jpg,0.2535972595214844,0.26632532477378845,-0.012728065252304077,25.35972785949707,26.63253402709961,0.21877726912498474,0.7812227606773376
9754,9006,https://storage.googleapis.com/pretty_cats/image_9006.jpg,0.24957531690597534,0.2623705267906189,-0.012795209884643555,24.95753288269043,26.2370548248291,0.21763160824775696,0.7823683023452759
9755,3169,https://storage.googleapis.com/pretty_cats/image_3169.jpg,0.24933752417564392,0.2621690034866333,-0.01283147931098938,24.933753967285156,26.216901779174805,0.2170148640871048,0.7829850912094116
9756,6886,https://storage.googleapis.com/pretty_cats/image_6886.jpg,0.2756732702255249,0.2885587215423584,-0.012885451316833496,27.567325592041016,28.85587501525879,0.21609842777252197,0.7839015126228333
9757,7788,https://storage.googleapis.com/pretty_cats/image_7788.jpg,0.27225053310394287,0.28513890504837036,-0.01288837194442749,27.225055694580078,28.513893127441406,0.2160496711730957,0.7839503288269043
9758,56,https://storage.googleapis.com/pretty_cats/image_56.jpg,0.26480793952941895,0.2777021527290344,-0.012894213199615479,26.480796813964844,27.770214080810547,0.21595145761966705,0.7840484976768494
9759,971,https://storage.googleapis.com/pretty_cats/image_971.jpg,0.26054123044013977,0.27345824241638184,-0.012917011976242065,26.05412483215332,27.345827102661133,0.2155648171901703,0.7844350934028625
9760,1594,https://storage.googleapis.com/pretty_cats/image_1594.jpg,0.25407296419143677,0.26700538396835327,-0.012932419776916504,25.40729522705078,26.70054054260254,0.21530404686927795,0.7846959829330444
9761,713,https://storage.googleapis.com/pretty_cats/image_713.jpg,0.26430320739746094,0.27724921703338623,-0.012946009635925293,26.430322647094727,27.724924087524414,0.21507500112056732,0.7849249839782715
9762,7577,https://storage.googleapis.com/pretty_cats/image_7577.jpg,0.2734355926513672,0.28640252351760864,-0.012966930866241455,27.34356117248535,28.640254974365234,0.21472196280956268,0.7852779626846313
9763,4874,https://storage.googleapis.com/pretty_cats/image_4874.jpg,0.26884663105010986,0.28183627128601074,-0.012989640235900879,26.88466453552246,28.183626174926758,0.21433983743190765,0.7856601476669312
9764,1431,https://storage.googleapis.com/pretty_cats/image_1431.jpg,0.26059526205062866,0.2736263573169708,-0.013031095266342163,26.059528350830078,27.362634658813477,0.21364270150661469,0.7863572835922241
9765,7560,https://storage.googleapis.com/pretty_cats/image_7560.jpg,0.27226734161376953,0.2853406071662903,-0.013073265552520752,27.226736068725586,28.5340633392334,0.2129344493150711,0.7870655655860901
9766,8445,https://storage.googleapis.com/pretty_cats/image_8445.jpg,0.26793554425239563,0.2810189127922058,-0.01308336853981018,26.793556213378906,28.101892471313477,0.2127653956413269,0.7872346043586731
9767,715,https://storage.googleapis.com/pretty_cats/image_715.jpg,0.2763192653656006,0.2894265353679657,-0.013107270002365112,27.631929397583008,28.942655563354492,0.21236535906791687,0.7876346111297607
9768,8368,https://storage.googleapis.com/pretty_cats/image_8368.jpg,0.25455889105796814,0.26769644021987915,-0.01313754916191101,25.455888748168945,26.76964569091797,0.2118588536977768,0.788141131401062
9769,4887,https://storage.googleapis.com/pretty_cats/image_4887.jpg,0.25599515438079834,0.26920247077941895,-0.013207316398620605,25.599517822265625,26.920249938964844,0.2106965184211731,0.7893034219741821
9770,587,https://storage.googleapis.com/pretty_cats/image_587.jpg,0.26411157846450806,0.2773217558860779,-0.013210177421569824,26.41115951538086,27.732177734375,0.21064893901348114,0.7893510460853577
9771,4796,https://storage.googleapis.com/pretty_cats/image_4796.jpg,0.2662194073200226,0.27946096658706665,-0.013241559267044067,26.6219425201416,27.94609832763672,0.21012774109840393,0.7898722887039185
9772,3670,https://storage.googleapis.com/pretty_cats/image_3670.jpg,0.26756805181503296,0.2808246612548828,-0.013256609439849854,26.756807327270508,28.082462310791016,0.20987901091575623,0.7901210188865662
